SEX,AGE,ISO,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
M,15-64,IT,11.6,11.1,10.6,9.9,9.2,8.6,8.9,7.3,7.0,6.0
M,15-64,LT,10.3,9.3,8.8,7.1,7.3,9.6,7.9,6.7,7.6,8.0
M,15-64,LU,6.2,6.0,5.6,5.4,5.7,6.6,5.0,4.4,5.0,6.6
M,15-64,LV,11.4,11.2,9.9,8.5,7.3,9.4,8.8,8.4,7.9,8.4
M,15-64,ME,18.0,18.5,15.7,15.6,15.0,17.8,NaN,NaN,NaN,NaN
M,15-64,MK,27.0,24.6,22.9,21.5,16.6,16.9,17.0,16.0,14.5,13.4
M,15-64,MT,5.5,4.4,3.9,4.2,3.7,4.7,4.0,3.8,3.7,3.4
M,15-64,NL,6.6,5.6,4.5,3.7,3.4,3.7,4.0,3.2,3.4,3.5
M,15-64,NO,4.7,5.5,4.7,4.2,4.1,4.8,4.8,3.5,3.9,4.3
M,15-64,PL,7.4,6.2,5.0,3.9,3.0,3.1,3.4,2.9,2.8,2.8
M,15-64,PT,12.8,11.6,8.8,6.9,6.1,7.0,6.7,5.9,6.4,6.2
M,15-64,RO,7.7,6.8,5.8,4.8,4.4,5.4,6.0,6.1,6.0,5.7
M,15-64,RS,17.4,15.3,13.5,12.5,10.4,9.2,10.7,9.4,9.3,8.8
M,15-64,SE,7.8,7.6,7.2,6.7,6.9,8.6,8.9,7.2,7.7,8.4
M,15-64,SI,8.2,7.6,5.9,4.7,4.1,4.5,4.3,3.8,3.6,3.4
M,15-64,SK,10.4,8.8,8.0,6.2,5.7,6.5,6.8,6.0,5.9,4.9
M,15-64,TR,9.3,9.7,9.6,9.7,12.6,12.6,10.9,9.1,7.8,7.2
M,15-74,AT,6.1,6.5,5.9,5.0,4.6,5.5,6.3,4.9,5.3,5.6
M,15-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,14.4,12.6,10.9,10.1
M,15-74,BE,9.1,8.1,7.1,6.3,5.7,5.7,6.6,5.8,6.0,6.1
M,15-74,BG,9.8,8.1,6.4,5.7,4.5,5.4,5.4,4.3,4.4,4.4
M,15-74,CH,4.7,4.9,4.6,4.4,4.1,4.7,4.9,3.9,3.9,4.2
M,15-74,CY,15.1,12.7,10.9,8.1,6.7,7.7,7.0,5.8,5.8,4.6
M,15-74,CZ,4.2,3.4,2.3,1.8,1.7,2.2,2.3,1.8,2.2,2.3
M,15-74,DE,5.0,4.5,4.1,3.8,3.5,4.2,3.9,3.4,3.3,3.6
M,15-74,DK,6.1,5.6,5.6,4.9,4.8,5.3,5.0,4.4,5.0,5.9
M,15-74,EE,6.5,7.6,6.3,5.6,4.1,7.1,6.8,6.1,6.2,7.6
M,15-74,GR,21.8,19.9,17.8,15.4,14.0,13.6,11.4,9.3,8.5,8.0
M,15-74,ES,20.8,18.1,15.7,13.7,12.5,13.9,13.2,11.4,10.7,10.2
M,15-74,FI,9.9,9.0,8.9,7.4,7.2,8.0,8.2,7.1,7.9,9.2
M,15-74,FR,10.8,10.2,9.5,9.0,8.5,8.1,8.0,7.5,7.5,7.5
M,15-74,HR,15.5,12.4,10.5,7.5,6.1,7.3,7.1,5.9,5.7,5.0
M,15-74,HU,6.6,5.1,3.8,3.4,3.3,4.1,3.9,3.7,4.1,4.6
M,15-74,IE,10.8,9.1,7.1,5.8,5.2,5.6,6.3,4.4,4.4,4.3
M,15-74,IS,3.9,2.9,2.8,2.8,3.8,5.6,5.8,4.2,3.9,3.8
M,15-74,IT,11.4,10.9,10.4,9.7,9.1,8.5,8.7,7.1,6.8,5.9
M,15-74,LT,10.1,9.1,8.6,6.9,7.1,9.3,7.6,6.5,7.3,7.8
M,15-74,LU,6.1,6.0,5.6,5.3,5.7,6.6,4.9,4.5,5.0,6.6
M,15-74,LV,11.1,10.9,9.8,8.4,7.2,9.1,8.5,8.1,7.6,8.0
M,15-74,ME,17.8,18.3,15.4,15.3,14.7,17.5,NaN,NaN,NaN,NaN
M,15-74,MK,26.8,24.4,22.8,21.3,16.5,16.7,16.7,15.7,14.3,13.3
M,15-74,MT,5.4,4.4,3.8,4.1,3.7,4.7,3.9,3.7,3.7,3.3
M,15-74,NL,6.5,5.6,4.5,3.7,3.4,3.7,4.0,3.3,3.4,3.5
M,15-74,NO,4.6,5.4,4.6,4.0,3.9,4.7,4.6,3.4,3.7,4.2
M,15-74,PL,7.3,6.1,4.9,3.9,3.0,3.1,3.4,2.8,2.8,2.7
M,15-74,PT,12.4,11.2,8.6,6.7,5.9,6.7,6.5,5.8,6.2,6.1
M,15-74,RO,7.5,6.6,5.6,4.7,4.3,5.3,6.0,6.0,5.9,5.7
M,15-74,RS,16.9,14.8,13.0,12.1,10.0,8.8,10.3,9.1,9.1,8.4
M,15-74,SE,7.6,7.4,7.0,6.5,6.7,8.3,8.6,7.1,7.5,8.3
M,15-74,SI,8.1,7.5,5.8,4.6,4.0,4.4,4.3,3.8,3.6,3.5
M,15-74,SK,10.3,8.8,7.9,6.1,5.6,6.4,6.7,5.9,5.8,4.8
M,15-74,TR,9.2,9.6,9.4,9.6,12.4,12.4,10.7,9.0,7.7,7.1
M,20-24,AT,11.0,11.4,10.6,8.8,8.1,12.1,8.7,9.2,9.2,9.7
M,20-24,BA,NaN,NaN,NaN,NaN,NaN,NaN,31.7,28.5,25.2,25.6
M,20-24,BE,22.7,20.8,19.3,15.7,15.8,14.6,17.4,16.2,15.9,17.5
M,20-24,BG,19.2,15.8,11.4,10.7,7.9,12.6,14.0,9.1,9.9,10.4
M,20-24,CH,9.7,8.0,8.2,8.3,8.0,9.1,8.8,6.9,8.3,7.7
M,20-24,CY,32.5,25.2,26.1,23.8,18.3,22.1,17.1,15.7,17.9,13.4
M,20-24,CZ,9.5,8.9,6.0,5.1,4.2,5.7,5.3,4.4,5.2,5.6
M,20-24,DE,7.9,7.7,7.2,6.7,6.2,7.0,7.0,5.6,5.7,6.4
M,20-24,DK,11.4,11.3,9.8,9.3,8.8,10.4,8.8,8.8,10.3,12.2
M,20-24,EE,14.0,15.0,12.6,10.1,8.6,13.8,15.0,17.5,13.8,12.6
M,20-24,GR,44.7,43.0,38.4,35.4,32.7,31.4,28.8,22.8,23.5,20.8
M,20-24,ES,45.2,40.9,36.2,32.0,28.2,34.2,30.7,24.9,25.6,23.2
M,20-24,FI,22.1,18.4,18.0,13.7,14.9,20.0,14.4,12.6,13.6,16.4
M,20-24,FR,24.0,23.2,22.1,20.6,20.3,19.2,18.2,16.8,16.9,17.0
M,20-24,HR,37.5,25.6,23.5,17.6,12.7,14.6,15.2,12.5,13.3,13.7
M,20-24,HU,17.1,11.3,8.2,8.1,10.4,10.5,9.7,9.9,11.3,12.9
M,20-24,IE,20.9,18.3,14.1,12.5,11.7,12.6,12.9,8.2,9.0,8.5
M,20-24,IS,8.2,6.3,8.5,NaN,9.6,8.4,11.9,7.3,6.6,4.8
M,20-24,IT,35.9,33.6,30.2,27.7,25.0,25.4,24.5,20.1,19.1,17.0
M,20-24,LT,15.1,15.3,14.1,11.8,13.3,21.0,13.3,12.0,15.7,12.3
M,20-24,LU,15.5,16.5,16.7,12.5,15.8,23.9,12.4,12.8,NaN,19.8
M,20-24,LV,16.4,21.0,17.0,11.9,12.6,12.0,13.2,16.9,12.9,11.6
M,20-24,ME,38.0,34.9,31.4,33.1,27.8,31.2,NaN,NaN,NaN,NaN
M,20-24,MK,50.2,45.5,42.9,43.8,32.8,32.0,33.2,27.2,27.7,27.5
M,20-24,MT,10.3,8.1,8.3,8.4,8.3,12.6,11.0,9.9,8.1,7.3
M,20-24,NL,9.2,8.7,6.7,6.4,6.2,7.6,7.7,6.0,6.7,7.0
M,20-24,NO,10.0,10.2,9.1,7.9,8.7,10.2,9.7,7.9,6.7,8.0
M,20-24,PL,19.4,16.0,14.0,10.5,8.8,9.7,11.1,9.7,10.8,10.4
M,20-24,PT,27.6,25.6,20.0,17.5,13.5,19.6,19.5,16.2,18.0,17.8
M,20-24,RO,19.1,17.5,16.7,13.6,13.5,14.9,17.0,17.1,16.9,18.3
M,20-24,RS,38.5,30.9,26.7,25.6,23.6,21.9,22.4,20.5,20.6,20.7
M,20-24,SE,17.0,15.8,14.2,13.5,15.0,19.0,18.6,12.3,14.9,17.3
M,20-24,SI,18.1,16.2,9.6,7.9,5.9,12.8,10.7,7.4,9.6,8.7
M,20-24,SK,23.6,17.1,15.1,11.5,11.5,15.5,18.0,15.6,18.5,14.6
M,20-24,TR,17.0,18.2,18.5,18.6,23.8,23.8,20.8,17.6,15.2,13.9
M,20-29,AT,9.0,9.8,8.9,7.2,6.3,9.1,7.5,7.3,7.4,8.3
M,20-29,BA,NaN,NaN,NaN,NaN,NaN,NaN,25.9,22.8,19.1,17.4
M,20-29,BE,16.4,14.6,13.5,10.5,10.4,10.3,12.5,11.5,11.9,13.2
M,20-29,BG,14.0,12.6,9.5,8.3,6.9,8.4,10.1,7.9,7.3,7.1
M,20-29,CH,7.1,7.1,6.9,6.4,5.9,6.8,6.6,5.9,5.9,6.1
M,20-29,CY,23.6,20.3,18.3,15.5,11.3,14.6,15.0,12.2,12.7,11.8
M,20-29,CZ,7.4,5.8,4.0,3.4,2.9,4.0,3.6,2.8,3.4,4.0
M,20-29,DE,7.1,6.7,6.3,5.9,5.3,6.6,6.2,5.0,4.8,5.5
M,20-29,DK,9.9,9.6,9.5,8.9,8.9,9.9,8.3,7.2,8.7,9.5
M,20-29,EE,8.6,10.5,7.6,6.2,5.2,9.5,9.7,9.8,8.9,11.0
M,20-29,GR,37.0,33.1,29.7,27.3,25.7,27.4,23.9,19.3,18.7,18.6
M,20-29,ES,35.0,30.8,27.3,24.2,22.5,26.7,25.1,19.5,19.3,18.3
M,20-29,FI,15.9,14.1,13.3,10.8,10.6,13.2,11.9,9.9,11.2,13.5
M,20-29,FR,18.3,17.5,16.4,15.9,15.4,14.9,13.9,13.2,12.8,13.2
M,20-29,HR,25.7,20.7,18.9,13.4,9.5,12.1,12.8,8.4,9.4,11.5
M,20-29,HU,11.4,8.1,5.5,5.3,6.7,7.5,6.9,6.5,7.2,8.5
M,20-29,IE,17.6,14.9,11.2,9.7,9.3,10.5,10.5,7.4,8.3,7.3
M,20-29,IS,5.7,4.3,5.5,4.1,7.6,7.7,8.7,4.6,5.9,4.2
M,20-29,IT,27.0,25.2,23.8,21.9,19.7,19.7,19.8,15.6,14.5,12.7
M,20-29,LT,11.8,11.1,9.3,8.3,9.8,14.8,9.2,7.7,10.2,9.3
M,20-29,LU,9.5,8.6,10.2,8.4,10.7,13.9,7.0,6.3,8.6,11.9
M,20-29,LV,13.2,14.2,11.0,11.0,9.3,12.5,11.9,12.0,10.3,9.9
M,20-29,ME,29.3,28.5,25.6,26.6,22.8,28.4,NaN,NaN,NaN,NaN
M,20-29,MK,44.2,39.6,35.9,35.0,28.2,26.8,26.6,24.3,25.2,22.7
M,20-29,MT,7.3,6.6,6.7,5.1,6.1,7.5,7.4,6.9,5.9,5.5
M,20-29,NL,7.8,6.8,5.2,4.9,5.0,5.8,5.5,5.3,5.4,5.4
M,20-29,NO,8.1,8.9,6.7,6.2,6.6,8.1,7.4,5.8,5.6,6.0
M,20-29,PL,13.8,11.0,8.9,6.8,5.6,6.5,6.9,6.2,5.6,6.0
M,20-29,PT,20.5,19.5,14.7,12.5,10.3,14.8,13.2,12.3,12.6,12.4
M,20-29,RO,13.9,12.2,11.7,9.3,9.2,10.3,11.6,12.1,11.0,11.9
M,20-29,RS,31.1,26.6,23.5,21.6,19.4,17.8,17.8,14.6,16.4,15.3
M,20-29,SE,12.6,11.5,10.7,9.8,10.2,13.5,13.7,9.5,11.0,12.5
M,20-29,SI,14.7,13.6,8.1,8.0,5.6,8.5,7.8,6.2,7.0,5.5
M,20-29,SK,15.8,12.6,11.1,9.7,8.6,10.3,11.1,9.9,10.9,9.4
M,20-29,TR,13.4,14.8,14.7,15.0,19.3,19.7,17.2,15.1,12.8,11.5
M,20-64,AT,6.0,6.2,5.8,4.9,4.4,5.4,6.0,4.8,5.1,5.4
M,20-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,14.0,12.3,10.6,9.9
M,20-64,BE,9.0,7.9,7.0,6.2,5.6,5.6,6.3,5.6,5.7,5.8
M,20-64,BG,9.7,8.1,6.3,5.6,4.4,5.3,5.3,4.3,4.3,4.3
M,20-64,CH,4.6,4.8,4.6,4.3,4.0,4.6,4.9,3.9,3.7,4.0
M,20-64,CY,15.2,12.8,11.0,8.1,6.7,7.8,7.1,5.7,5.8,4.7
M,20-64,CZ,4.1,3.3,2.3,1.7,1.7,2.2,2.2,1.7,2.1,2.1
M,20-64,DE,5.0,4.5,4.1,3.8,3.5,4.2,3.9,3.3,3.2,3.5
M,20-64,DK,5.7,5.2,5.1,4.5,4.5,4.9,4.6,4.0,4.6,5.2
M,20-64,EE,6.4,7.4,6.3,5.3,3.9,6.8,6.7,5.9,5.8,7.3
M,20-64,GR,21.7,19.7,17.8,15.3,13.9,13.6,11.2,9.1,8.3,8.0
M,20-64,ES,20.4,17.8,15.3,13.4,12.1,13.6,12.9,11.0,10.3,9.8
M,20-64,FI,9.4,8.6,8.5,7.0,6.6,7.5,7.8,6.9,7.5,8.7
M,20-64,FR,10.4,9.9,9.1,8.7,8.3,7.8,7.7,7.1,7.1,7.1
M,20-64,HR,14.8,11.7,9.9,7.2,5.9,6.9,6.8,5.7,5.3,4.8
M,20-64,HU,6.5,5.0,3.7,3.3,3.2,4.0,3.7,3.6,3.9,4.4
M,20-64,IE,10.4,8.8,6.9,5.5,4.9,5.3,6.0,4.1,4.1,3.9
M,20-64,IS,3.3,2.8,2.6,2.5,3.4,5.4,5.4,3.4,3.4,3.2
M,20-64,IT,11.2,10.8,10.2,9.6,8.9,8.3,8.5,7.0,6.7,5.8
M,20-64,LT,10.2,9.2,8.7,7.0,7.1,9.5,7.8,6.6,7.4,7.7
M,20-64,LU,5.7,5.6,5.4,5.0,5.3,6.3,4.4,4.0,4.6,5.9
M,20-64,LV,11.2,11.0,9.7,8.5,7.1,9.2,8.6,8.1,7.7,8.2
M,20-64,ME,17.4,17.8,15.4,15.1,14.8,17.3,NaN,NaN,NaN,NaN
M,20-64,MK,26.7,24.0,22.3,20.9,16.4,16.6,16.7,15.6,14.3,13.1
M,20-64,MT,5.0,4.0,3.5,3.8,3.3,4.4,3.7,3.5,3.3,3.1
M,20-64,NL,6.0,5.0,4.0,3.3,3.0,3.2,3.3,2.7,2.7,2.9
M,20-64,NO,4.3,5.0,4.2,3.6,3.6,4.3,4.0,2.8,3.0,3.3
M,20-64,PL,7.2,6.0,4.9,3.8,2.9,3.0,3.4,2.8,2.7,2.7
M,20-64,PT,12.4,11.3,8.5,6.5,5.8,6.8,6.5,5.7,6.0,5.9
M,20-64,RO,7.4,6.4,5.5,4.5,4.1,5.0,5.6,5.6,5.5,5.2
M,20-64,RS,17.0,15.0,13.1,12.2,10.0,8.8,10.3,9.0,8.8,8.4
M,20-64,SE,7.0,6.7,6.4,5.8,5.9,7.5,7.8,6.0,6.4,7.1
M,20-64,SI,8.1,7.5,5.8,4.6,3.9,4.4,4.2,3.6,3.4,3.1
M,20-64,SK,10.1,8.5,7.6,5.9,5.4,6.2,6.6,5.7,5.6,4.5
M,20-64,TR,8.9,9.4,9.1,9.3,12.2,12.2,10.6,8.9,7.5,6.9
M,25-29,AT,7.3,8.5,7.6,6.0,5.0,7.0,6.7,6.0,6.1,7.3
M,25-29,BA,NaN,NaN,NaN,NaN,NaN,NaN,21.4,19.0,15.8,13.5
M,25-29,BE,12.5,11.1,10.4,7.7,7.4,8.1,9.9,9.0,9.6,10.7
M,25-29,BG,11.4,11.2,8.7,7.2,6.5,6.5,8.4,7.3,6.0,5.3
M,25-29,CH,5.3,6.6,6.0,5.0,4.6,5.3,5.1,5.3,4.3,5.0
M,25-29,CY,18.9,17.9,14.8,11.4,8.5,11.3,13.9,10.4,10.2,11.0
M,25-29,CZ,6.2,4.1,2.9,2.5,2.3,3.1,2.7,2.0,2.3,3.2
M,25-29,DE,6.6,6.0,5.7,5.3,4.6,6.3,5.6,4.5,4.1,4.8
M,25-29,DK,8.4,8.1,9.2,8.6,9.0,9.5,7.9,5.9,7.5,7.3
M,25-29,EE,5.6,8.1,4.9,4.1,3.4,7.2,6.6,5.2,5.7,9.9
M,25-29,GR,33.3,28.7,25.6,23.7,22.8,25.7,21.9,17.7,16.5,17.6
M,25-29,ES,28.9,24.7,21.9,19.4,18.9,22.2,21.6,16.0,15.1,14.8
M,25-29,FI,11.2,10.8,9.7,8.8,7.4,8.5,10.1,7.9,9.4,11.5
M,25-29,FR,14.3,13.4,12.4,12.5,11.8,11.7,10.6,10.2,9.4,10.0
M,25-29,HR,18.4,17.3,15.6,10.6,7.1,10.3,11.2,5.7,7.0,10.2
M,25-29,HU,7.9,6.1,3.9,3.7,4.5,5.9,5.4,4.6,4.8,5.8
M,25-29,IE,14.6,11.9,8.8,7.4,7.1,8.8,8.4,6.7,7.6,6.3
M,25-29,IS,NaN,NaN,NaN,4.3,6.0,7.2,6.2,NaN,5.5,3.7
M,25-29,IT,21.1,19.9,19.7,18.3,16.4,16.0,16.7,12.6,11.4,10.0
M,25-29,LT,9.2,8.0,6.2,6.0,7.4,10.7,6.3,4.7,6.2,7.0
M,25-29,LU,6.5,5.2,7.0,6.3,8.1,9.1,4.3,3.6,NaN,NaN
M,25-29,LV,11.2,10.3,7.6,10.5,7.6,12.8,11.1,8.4,8.3,8.6
M,25-29,ME,23.8,24.6,22.3,22.4,19.6,26.3,NaN,NaN,NaN,NaN
M,25-29,MK,40.2,36.0,31.3,29.2,25.3,23.5,22.4,22.4,23.7,19.3
M,25-29,MT,5.2,5.5,5.6,3.2,4.8,4.5,5.5,5.3,4.8,4.6
M,25-29,NL,6.6,5.2,4.1,3.6,4.0,4.4,3.6,4.7,4.1,3.9
M,25-29,NO,6.6,7.9,4.8,4.8,4.9,6.6,5.6,4.2,4.7,4.5
M,25-29,PL,10.2,7.9,5.8,4.6,3.6,4.7,4.6,4.1,2.6,3.3
M,25-29,PT,15.6,15.2,11.1,9.0,8.1,11.7,9.3,9.7,8.9,9.0
M,25-29,RO,11.3,9.7,9.2,7.1,6.7,7.5,8.1,8.9,7.4,8.1
M,25-29,RS,26.4,23.9,21.4,19.1,16.8,15.3,14.9,10.9,13.8,11.6
M,25-29,SE,8.9,8.2,8.1,7.3,6.9,9.8,10.0,7.4,7.7,8.5
M,25-29,SI,12.9,12.1,7.0,8.0,5.5,6.0,5.6,5.3,5.1,3.0
M,25-29,SK,11.1,10.0,8.7,8.6,7.0,7.5,7.6,6.8,6.8,6.5
M,25-29,TR,10.9,12.3,11.9,12.2,15.9,16.6,14.5,13.1,11.0,9.6
M,25-49,AT,5.6,6.0,5.7,4.8,4.5,5.3,6.0,4.6,4.9,5.4
M,25-49,BA,NaN,NaN,NaN,NaN,NaN,NaN,12.9,11.4,9.8,9.2
M,25-49,BE,8.5,7.7,6.5,6.0,5.3,5.4,6.0,5.3,5.7,5.7
M,25-49,BG,9.2,7.6,5.9,5.5,4.6,5.3,5.2,4.2,4.3,4.4
M,25-49,CH,4.2,4.8,4.3,3.9,3.5,4.2,4.3,3.6,3.3,3.9
M,25-49,CY,13.0,11.3,10.1,7.2,6.1,7.3,7.1,5.5,5.3,4.8
M,25-49,CZ,3.7,2.8,2.0,1.5,1.5,2.2,2.1,1.6,1.9,1.9
M,25-49,DE,4.8,4.4,4.1,3.9,3.5,4.5,4.0,3.4,3.3,3.8
M,25-49,DK,5.5,4.8,5.0,4.3,4.4,4.6,4.3,3.9,4.6,4.9
M,25-49,EE,5.4,6.1,5.1,4.2,2.9,5.8,5.8,4.9,4.8,6.7
M,25-49,GR,21.5,18.7,17.2,15.1,13.8,13.6,11.9,9.6,9.0,8.6
M,25-49,ES,19.1,16.5,14.0,12.2,11.2,13.0,12.3,10.1,9.4,9.1
M,25-49,FI,7.9,7.3,7.2,6.1,5.2,6.0,7.1,5.5,6.4,7.9
M,25-49,FR,9.8,9.2,8.4,8.1,7.5,7.4,7.0,6.6,6.6,6.7
M,25-49,HR,13.5,10.7,9.6,7.2,6.0,6.9,6.8,5.5,4.9,4.7
M,25-49,HU,5.5,4.5,3.4,3.1,2.9,3.8,3.4,3.2,3.5,3.9
M,25-49,IE,9.7,8.0,6.3,4.8,4.3,4.8,5.2,3.9,3.9,3.8
M,25-49,IS,2.6,2.5,1.9,2.5,2.9,5.9,5.1,3.6,3.8,3.1
M,25-49,IT,11.0,10.8,10.3,9.6,9.2,8.6,8.7,7.1,6.9,6.0
M,25-49,LT,9.5,8.4,7.9,6.4,6.4,8.1,6.5,5.5,5.8,6.7
M,25-49,LU,5.1,5.2,4.6,4.6,4.8,5.6,3.6,3.3,3.6,5.5
M,25-49,LV,10.1,9.3,8.7,8.2,6.6,8.9,8.7,7.5,7.4,8.0
M,25-49,ME,16.7,18.9,16.8,15.6,15.9,18.4,NaN,NaN,NaN,NaN
M,25-49,MK,25.5,23.8,21.5,19.6,16.3,16.1,15.8,15.7,14.7,13.0
M,25-49,MT,4.2,3.7,3.2,3.2,3.3,3.8,3.2,3.1,3.0,2.7
M,25-49,NL,4.9,3.9,3.3,2.7,2.6,2.9,2.7,2.5,2.5,2.5
M,25-49,NO,4.4,5.3,4.3,3.9,3.6,4.5,4.0,2.6,3.1,3.4
M,25-49,PL,6.2,5.2,4.1,3.3,2.5,2.6,2.9,2.4,2.2,2.2
M,25-49,PT,10.9,9.5,7.2,5.6,4.9,6.1,5.7,5.4,5.4,5.3
M,25-49,RO,7.1,6.2,5.1,4.3,3.8,4.9,5.1,5.3,5.4,5.2
M,25-49,RS,16.8,15.3,13.4,12.3,10.1,8.7,10.2,8.6,8.2,7.8
M,25-49,SE,5.9,5.8,5.8,5.3,5.2,6.9,6.6,5.4,5.6,6.3
M,25-49,SI,7.5,7.0,4.9,4.2,3.6,3.9,3.8,3.4,3.0,2.5
M,25-49,SK,9.0,7.6,7.3,5.6,5.4,6.1,6.3,5.6,5.2,4.4
M,25-49,TR,7.9,8.4,8.1,8.3,11.1,11.3,9.6,8.0,6.9,6.3
M,25-54,AT,5.5,5.7,5.5,4.7,4.2,5.0,5.8,4.4,4.7,5.1
M,25-54,BA,NaN,NaN,NaN,NaN,NaN,NaN,12.7,11.2,9.7,9.1
M,25-54,BE,8.2,7.3,6.3,5.7,5.1,5.1,5.7,5.1,5.3,5.3
M,25-54,BG,9.1,7.6,5.9,5.3,4.4,5.2,5.0,4.1,4.2,4.3
M,25-54,CH,4.1,4.5,4.3,3.9,3.5,4.2,4.4,3.5,3.3,3.7
M,25-54,CY,12.9,11.4,10.0,7.0,5.9,7.0,6.7,5.1,5.1,4.5
M,25-54,CZ,3.7,2.8,2.0,1.5,1.5,2.1,2.1,1.5,1.9,1.9
M,25-54,DE,4.7,4.2,3.9,3.6,3.3,4.2,3.8,3.2,3.1,3.6
M,25-54,DK,5.4,4.6,4.8,4.1,4.2,4.4,4.2,3.6,4.2,4.6
M,25-54,EE,5.5,6.3,5.3,4.4,3.3,5.9,5.8,5.1,5.2,6.8
M,25-54,GR,20.9,18.4,16.7,14.6,13.3,13.1,10.9,8.8,8.3,7.9
M,25-54,ES,18.9,16.3,13.9,12.1,11.0,12.6,11.9,10.1,9.2,8.9
M,25-54,FI,7.9,7.5,7.3,6.0,5.3,5.9,7.0,5.6,6.4,7.7
M,25-54,FR,9.4,8.8,8.2,7.7,7.3,7.0,6.8,6.2,6.3,6.3
M,25-54,HR,13.2,10.4,9.1,6.8,5.8,6.7,6.6,5.3,4.9,4.5
M,25-54,HU,5.6,4.5,3.4,3.1,2.8,3.6,3.3,3.2,3.5,3.9
M,25-54,IE,9.5,7.9,6.2,4.7,4.2,4.7,5.3,3.7,3.7,3.5
M,25-54,IS,2.6,2.2,1.7,2.2,2.7,5.5,4.9,3.2,3.5,3.3
M,25-54,IT,10.4,10.1,9.7,9.1,8.6,8.0,8.1,6.6,6.4,5.6
M,25-54,LT,9.5,8.4,8.1,6.4,6.6,8.1,7.0,5.9,6.2,6.6
M,25-54,LU,5.0,5.0,4.8,4.5,4.6,5.2,3.7,3.4,3.9,5.3
M,25-54,LV,10.4,9.8,9.0,8.1,6.6,8.9,8.8,7.6,7.4,8.0
M,25-54,ME,16.2,17.5,15.1,14.7,15.0,17.1,NaN,NaN,NaN,NaN
M,25-54,MK,24.8,22.7,20.8,19.1,15.8,15.8,15.7,15.0,14.1,12.3
M,25-54,MT,4.1,3.7,3.1,3.3,3.2,3.7,3.0,3.0,2.9,2.6
M,25-54,NL,5.0,4.0,3.2,2.6,2.5,2.8,2.7,2.3,2.4,2.4
M,25-54,NO,4.2,4.9,4.0,3.6,3.4,4.1,3.8,2.5,2.9,3.2
M,25-54,PL,6.2,5.1,4.1,3.2,2.5,2.6,2.9,2.4,2.2,2.1
M,25-54,PT,10.8,9.7,7.3,5.6,5.1,5.7,5.3,5.1,5.1,5.0
M,25-54,RO,6.9,6.0,4.9,4.1,3.6,4.6,5.0,5.0,5.0,4.8
M,25-54,RS,16.0,14.7,12.8,11.7,9.7,8.4,9.9,8.4,8.2,7.6
M,25-54,SE,5.8,5.6,5.5,5.1,5.1,6.5,6.5,5.3,5.6,6.1
M,25-54,SI,7.3,6.9,5.2,4.2,3.7,4.0,3.7,3.2,2.8,2.5
M,25-54,SK,9.1,7.7,7.3,5.7,5.2,5.8,6.1,5.3,5.1,4.2
M,25-54,TR,8.0,8.4,8.1,8.2,11.0,11.2,9.5,7.9,6.7,6.2
M,25-59,AT,5.5,5.8,5.4,4.6,4.1,4.9,5.8,4.4,4.7,5.0
M,25-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,12.4,11.0,9.6,8.9
M,25-59,BE,8.0,7.2,6.2,5.5,4.9,5.1,5.5,4.9,5.1,5.0
M,25-59,BG,9.1,7.7,6.0,5.4,4.4,5.1,5.0,4.1,4.2,4.2
M,25-59,CH,4.2,4.5,4.2,3.9,3.6,4.2,4.4,3.6,3.3,3.7
M,25-59,CY,13.3,11.7,10.0,6.9,5.9,7.0,6.6,5.0,5.0,4.3
M,25-59,CZ,3.8,2.9,2.1,1.5,1.6,2.1,2.1,1.6,1.9,1.9
M,25-59,DE,4.7,4.2,3.8,3.5,3.2,4.0,3.6,3.1,3.0,3.3
M,25-59,DK,5.2,4.6,4.7,4.0,4.0,4.3,4.1,3.6,4.1,4.4
M,25-59,EE,5.6,6.7,5.7,4.9,3.6,6.3,6.1,5.1,5.2,6.9
M,25-59,GR,20.7,18.5,16.7,14.4,13.1,12.9,10.6,8.5,7.8,7.6
M,25-59,ES,19.0,16.5,14.0,12.2,11.1,12.4,11.8,10.1,9.2,8.8
M,25-59,FI,8.1,7.6,7.4,6.1,5.6,6.0,7.0,5.8,6.5,7.8
M,25-59,FR,9.2,8.7,8.0,7.6,7.2,6.8,6.7,6.1,6.0,6.0
M,25-59,HR,13.2,10.6,8.8,6.6,5.3,6.3,6.1,5.0,4.7,4.3
M,25-59,HU,5.5,4.4,3.3,3.0,2.7,3.6,3.4,3.2,3.4,3.8
M,25-59,IE,9.4,7.9,6.2,4.7,4.2,4.6,5.3,3.7,3.6,3.5
M,25-59,IS,2.7,2.3,1.8,2.2,2.5,5.3,4.7,3.1,3.3,3.2
M,25-59,IT,9.9,9.6,9.4,8.8,8.2,7.6,7.7,6.4,6.1,5.3
M,25-59,LT,9.7,8.5,8.2,6.6,6.8,8.4,7.3,6.1,6.6,6.8
M,25-59,LU,4.9,5.1,4.6,4.5,4.6,5.2,3.8,3.4,3.9,5.0
M,25-59,LV,10.7,10.3,9.2,8.3,6.7,9.2,8.6,7.6,7.5,8.2
